ID,Produto,Categoria,Preco,Quantidade,Data_Venda,Vendedor,Total_Vendas
348,Produto B,Categoria 3,73.52,14,2023-12-14,Vendedor 1,1029.28
349,Produto A,Categoria 2,83.88,3,2023-12-15,Vendedor 1,251.64
350,Produto C,Categoria 3,31.27,2,2023-12-16,Vendedor 2,62.54
351,Produto C,Categoria 3,69.52,3,2023-12-17,Vendedor 1,208.56
352,Produto A,Categoria 3,45.28,4,2023-12-18,Vendedor 1,181.12
353,Produto C,Categoria 3,43.18,5,2023-12-19,Vendedor 3,215.9
354,Produto A,Categoria 3,72.1,10,2023-12-20,Vendedor 2,721.0
355,Produto A,Categoria 1,44.85,2,2023-12-21,Vendedor 3,89.7
356,Produto C,Categoria 1,41.15,12,2023-12-22,Vendedor 2,493.79999999999995
357,Produto A,Categoria 1,85.23,5,2023-12-23,Vendedor 2,426.15000000000003
358,Produto C,Categoria 2,19.11,5,2023-12-24,Vendedor 2,95.55
359,Produto B,Categoria 3,70.83,1,2023-12-25,Vendedor 1,70.83
360,Produto A,Categoria 1,32.39,4,2023-12-26,Vendedor 3,129.56
361,Produto B,Categoria 2,11.39,12,2023-12-27,Vendedor 2,136.68
362,Produto C,Categoria 1,25.01,12,2023-12-28,Vendedor 2,300.12
363,Produto B,Categoria 1,64.6,16,2023-12-29,Vendedor 2,1033.6
364,Produto B,Categoria 3,73.82,17,2023-12-30,Vendedor 3,1254.9399999999998
365,Produto C,Categoria 2,11.9,10,2023-12-31,Vendedor 2,119.0
366,Produto B,Categoria 3,13.28,17,2024-01-01,Vendedor 3,225.76
367,Produto B,Categoria 3,91.23,17,2024-01-02,Vendedor 3,1550.91
368,Produto C,Categoria 1,16.6,18,2024-01-03,Vendedor 1,298.8
369,Produto B,Categoria 3,90.48,2,2024-01-04,Vendedor 2,180.96
370,Produto C,Categoria 2,30.53,4,2024-01-05,Vendedor 2,122.12
371,Produto B,Categoria 3,76.6,19,2024-01-06,Vendedor 3,1455.3999999999999
372,Produto C,Categoria 3,37.88,11,2024-01-07,Vendedor 3,416.68
373,Produto C,Categoria 3,87.29,17,2024-01-08,Vendedor 1,1483.93
374,Produto B,Categoria 1,73.04,12,2024-01-09,Vendedor 2,876.48
375,Produto B,Categoria 2,46.16,2,2024-01-10,Vendedor 3,92.32
376,Produto B,Categoria 1,16.87,6,2024-01-11,Vendedor 2,101.22
377,Produto A,Categoria 1,75.94,9,2024-01-12,Vendedor 2,683.46
378,Produto A,Categoria 1,65.52,5,2024-01-13,Vendedor 2,327.59999999999997
379,Produto A,Categoria 1,10.26,9,2024-01-14,Vendedor 3,92.34
380,Produto C,Categoria 1,10.85,8,2024-01-15,Vendedor 2,86.8
381,Produto B,Categoria 2,82.79,8,2024-01-16,Vendedor 3,662.32
382,Produto C,Categoria 3,33.35,6,2024-01-17,Vendedor 1,200.10000000000002
383,Produto A,Categoria 1,67.25,3,2024-01-18,Vendedor 1,201.75
384,Produto B,Categoria 1,50.88,5,2024-01-19,Vendedor 3,254.4
385,Produto C,Categoria 2,87.71,9,2024-01-20,Vendedor 2,789.39
386,Produto B,Categoria 2,92.53,7,2024-01-21,Vendedor 1,647.71
387,Produto C,Categoria 3,99.71,4,2024-01-22,Vendedor 1,398.84
388,Produto B,Categoria 2,23.83,7,2024-01-23,Vendedor 3,166.81
389,Produto A,Categoria 3,87.67,5,2024-01-24,Vendedor 3,438.35
390,Produto A,Categoria 1,33.94,11,2024-01-25,Vendedor 3,373.34
391,Produto B,Categoria 1,63.17,15,2024-01-26,Vendedor 3,947.5500000000001
392,Produto C,Categoria 3,55.52,2,2024-01-27,Vendedor 3,111.04
393,Produto A,Categoria 2,11.62,13,2024-01-28,Vendedor 3,151.06
394,Produto A,Categoria 3,93.95,16,2024-01-29,Vendedor 3,1503.2
395,Produto A,Categoria 2,17.05,7,2024-01-30,Vendedor 2,119.35000000000001
396,Produto B,Categoria 1,71.94,8,2024-01-31,Vendedor 2,575.52
397,Produto B,Categoria 2,80.65,6,2024-02-01,Vendedor 2,483.90000000000003
398,Produto C,Categoria 3,81.58,7,2024-02-02,Vendedor 2,571.06
399,Produto C,Categoria 3,22.19,18,2024-02-03,Vendedor 1,399.42
400,Produto C,Categoria 1,50.28,7,2024-02-04,Vendedor 2,351.96000000000004
401,Produto B,Categoria 2,84.65,3,2024-02-05,Vendedor 1,253.95000000000002
402,Produto B,Categoria 2,37.24,5,2024-02-06,Vendedor 1,186.20000000000002
403,Produto C,Categoria 2,52.1,1,2024-02-07,Vendedor 1,52.1
404,Produto C,Categoria 1,34.55,15,2024-02-08,Vendedor 3,518.25
405,Produto B,Categoria 2,51.72,3,2024-02-09,Vendedor 1,155.16
406,Produto C,Categoria 3,89.91,8,2024-02-10,Vendedor 1,719.28
407,Produto A,Categoria 2,50.96,9,2024-02-11,Vendedor 1,458.64
408,Produto B,Categoria 1,60.03,15,2024-02-12,Vendedor 3,900.45
409,Produto C,Categoria 2,46.36,10,2024-02-13,Vendedor 2,463.6
410,Produto B,Categoria 2,51.41,2,2024-02-14,Vendedor 2,102.82
411,Produto A,Categoria 3,11.37,5,2024-02-15,Vendedor 1,56.849999999999994
412,Produto B,Categoria 2,35.54,19,2024-02-16,Vendedor 1,675.26
413,Produto B,Categoria 3,49.29,13,2024-02-17,Vendedor 2,640.77
414,Produto B,Categoria 3,67.04,11,2024-02-18,Vendedor 2,737.44
415,Produto B,Categoria 1,50.5,1,2024-02-19,Vendedor 2,50.5
416,Produto A,Categoria 3,40.4,15,2024-02-20,Vendedor 2,606.0
417,Produto B,Categoria 3,44.93,18,2024-02-21,Vendedor 1,808.74
418,Produto B,Categoria 1,31.81,16,2024-02-22,Vendedor 1,508.96
419,Produto C,Categoria 3,93.2,9,2024-02-23,Vendedor 1,838.8000000000001
420,Produto B,Categoria 1,56.96,1,2024-02-24,Vendedor 2,56.96
421,Produto C,Categoria 2,11.21,11,2024-02-25,Vendedor 3,123.31
422,Produto A,Categoria 1,11.75,9,2024-02-26,Vendedor 2,105.75
423,Produto A,Categoria 3,97.57,11,2024-02-27,Vendedor 2,1073.27
424,Produto A,Categoria 1,29.93,13,2024-02-28,Vendedor 3,389.09
425,Produto A,Categoria 3,82.5,2,2024-02-29,Vendedor 3,165.0
426,Produto C,Categoria 2,15.24,14,2024-03-01,Vendedor 2,213.36
427,Produto B,Categoria 1,92.9,6,2024-03-02,Vendedor 3,557.4000000000001
428,Produto A,Categoria 2,88.7,8,2024-03-03,Vendedor 3,709.6
429,Produto B,Categoria 3,61.4,18,2024-03-04,Vendedor 3,1105.2
430,Produto C,Categoria 3,10.81,16,2024-03-05,Vendedor 2,172.96
431,Produto C,Categoria 2,33.2,12,2024-03-06,Vendedor 2,398.40000000000003
432,Produto C,Categoria 1,46.61,11,2024-03-07,Vendedor 3,512.71
433,Produto A,Categoria 1,51.41,6,2024-03-08,Vendedor 1,308.46
434,Produto B,Categoria 3,36.79,3,2024-03-09,Vendedor 3,110.37
435,Produto B,Categoria 2,12.97,14,2024-03-10,Vendedor 3,181.58
436,Produto B,Categoria 2,63.11,2,2024-03-11,Vendedor 2,126.22
437,Produto C,Categoria 1,57.17,11,2024-03-12,Vendedor 1,628.87
438,Produto A,Categoria 1,35.47,3,2024-03-13,Vendedor 3,106.41
439,Produto C,Categoria 1,13.42,18,2024-03-14,Vendedor 1,241.56
440,Produto C,Categoria 2,99.51,1,2024-03-15,Vendedor 2,99.51
441,Produto B,Categoria 1,53.38,1,2024-03-16,Vendedor 1,53.38
442,Produto C,Categoria 1,78.04,12,2024-03-17,Vendedor 2,936.48
443,Produto B,Categoria 3,50.71,15,2024-03-18,Vendedor 3,760.65
444,Produto A,Categoria 1,13.89,5,2024-03-19,Vendedor 2,69.45
445,Produto B,Categoria 1,37.86,6,2024-03-20,Vendedor 1,227.16
446,Produto A,Categoria 2,38.81,16,2024-03-21,Vendedor 1,620.96
447,Produto B,Categoria 2,85.45,12,2024-03-22,Vendedor 1,1025.4
448,Produto C,Categoria 3,68.88,12,2024-03-23,Vendedor 3,826.56
449,Produto C,Categoria 1,34.79,3,2024-03-24,Vendedor 1,104.37
450,Produto A,Categoria 3,97.1,2,2024-03-25,Vendedor 1,194.2
451,Produto A,Categoria 2,38.94,7,2024-03-26,Vendedor 1,272.58
452,Produto A,Categoria 3,99.84,2,2024-03-27,Vendedor 2,199.68
453,Produto B,Categoria 2,99.65,7,2024-03-28,Vendedor 1,697.5500000000001
454,Produto B,Categoria 3,27.21,11,2024-03-29,Vendedor 2,299.31
455,Produto A,Categoria 3,38.15,11,2024-03-30,Vendedor 1,419.65
456,Produto C,Categoria 1,53.74,14,2024-03-31,Vendedor 2,752.36
457,Produto B,Categoria 3,69.77,3,2024-04-01,Vendedor 2,209.31
458,Produto B,Categoria 1,57.52,14,2024-04-02,Vendedor 3,805.2800000000001
459,Produto B,Categoria 1,97.25,11,2024-04-03,Vendedor 3,1069.75
460,Produto A,Categoria 1,75.16,4,2024-04-04,Vendedor 2,300.64
461,Produto A,Categoria 1,29.08,17,2024-04-05,Vendedor 2,494.35999999999996
462,Produto A,Categoria 3,19.46,16,2024-04-06,Vendedor 3,311.36
463,Produto A,Categoria 2,71.96,3,2024-04-07,Vendedor 2,215.88
464,Produto A,Categoria 2,24.26,10,2024-04-08,Vendedor 3,242.60000000000002
465,Produto C,Categoria 2,80.89,15,2024-04-09,Vendedor 3,1213.35
466,Produto C,Categoria 3,37.99,8,2024-04-10,Vendedor 1,303.92
467,Produto A,Categoria 1,39.42,18,2024-04-11,Vendedor 1,709.5600000000001
468,Produto B,Categoria 2,10.97,3,2024-04-12,Vendedor 3,32.910000000000004
469,Produto A,Categoria 3,73.09,7,2024-04-13,Vendedor 3,511.63
470,Produto C,Categoria 1,20.19,10,2024-04-14,Vendedor 2,201.9
471,Produto C,Categoria 2,79.56,9,2024-04-15,Vendedor 3,716.04
472,Produto B,Categoria 1,54.27,14,2024-04-16,Vendedor 3,759.7800000000001
473,Produto C,Categoria 2,80.59,14,2024-04-17,Vendedor 1,1128.26
474,Produto A,Categoria 2,62.55,11,2024-04-18,Vendedor 3,688.05
475,Produto B,Categoria 2,17.42,1,2024-04-19,Vendedor 2,17.42
476,Produto A,Categoria 1,78.91,4,2024-04-20,Vendedor 3,315.64
477,Produto A,Categoria 3,16.28,6,2024-04-21,Vendedor 1,97.68
478,Produto B,Categoria 1,53.08,5,2024-04-22,Vendedor 1,265.4
479,Produto A,Categoria 2,25.51,3,2024-04-23,Vendedor 1,76.53
480,Produto C,Categoria 1,77.71,2,2024-04-24,Vendedor 1,155.42
481,Produto A,Categoria 3,92.04,3,2024-04-25,Vendedor 3,276.12
482,Produto B,Categoria 1,59.87,9,2024-04-26,Vendedor 2,538.8299999999999
483,Produto B,Categoria 3,57.44,19,2024-04-27,Vendedor 2,1091.36
484,Produto B,Categoria 3,78.76,19,2024-04-28,Vendedor 2,1496.44
485,Produto A,Categoria 1,10.46,17,2024-04-29,Vendedor 3,177.82000000000002
486,Produto B,Categoria 2,92.6,18,2024-04-30,Vendedor 3,1666.8
487,Produto B,Categoria 3,27.77,11,2024-05-01,Vendedor 3,305.46999999999997
488,Produto A,Categoria 1,98.57,12,2024-05-02,Vendedor 2,1182.84
489,Produto C,Categoria 3,76.26,3,2024-05-03,Vendedor 3,228.78000000000003
490,Produto A,Categoria 2,79.68,18,2024-05-04,Vendedor 3,1434.2400000000002
491,Produto B,Categoria 1,69.06,6,2024-05-05,Vendedor 1,414.36
492,Produto B,Categoria 1,52.45,7,2024-05-06,Vendedor 1,367.15000000000003
493,Produto A,Categoria 1,61.45,1,2024-05-07,Vendedor 2,61.45
494,Produto C,Categoria 2,14.18,6,2024-05-08,Vendedor 1,85.08
495,Produto B,Categoria 3,66.16,18,2024-05-09,Vendedor 1,1190.8799999999999
496,Produto B,Categoria 1,66.35,13,2024-05-10,Vendedor 1,862.55
497,Produto B,Categoria 3,90.21,19,2024-05-11,Vendedor 3,1713.9899999999998
498,Produto A,Categoria 3,55.51,7,2024-05-12,Vendedor 1,388.57
499,Produto B,Categoria 2,16.94,19,2024-05-13,Vendedor 1,321.86
500,Produto C,Categoria 1,37.56,9,2024-05-14,Vendedor 1,338.04
501,Produto B,Categoria 3,69.01,3,2024-05-15,Vendedor 3,207.03000000000003
502,Produto B,Categoria 1,31.53,12,2024-05-16,Vendedor 2,378.36
503,Produto C,Categoria 1,35.25,18,2024-05-17,Vendedor 3,634.5
504,Produto B,Categoria 2,83.84,8,2024-05-18,Vendedor 3,670.72
505,Produto A,Categoria 1,62.59,9,2024-05-19,Vendedor 1,563.3100000000001
506,Produto A,Categoria 1,55.77,13,2024-05-20,Vendedor 2,725.01
507,Produto A,Categoria 3,38.66,8,2024-05-21,Vendedor 1,309.28
508,Produto C,Categoria 2,75.78,10,2024-05-22,Vendedor 1,757.8
509,Produto B,Categoria 1,35.89,17,2024-05-23,Vendedor 2,610.13
510,Produto A,Categoria 3,76.34,7,2024-05-24,Vendedor 2,534.38
511,Produto C,Categoria 2,16.31,17,2024-05-25,Vendedor 3,277.27
512,Produto B,Categoria 2,87.81,18,2024-05-26,Vendedor 2,1580.58
513,Produto C,Categoria 3,54.96,2,2024-05-27,Vendedor 3,109.92
514,Produto A,Categoria 3,49.47,3,2024-05-28,Vendedor 3,148.41
515,Produto A,Categoria 3,64.99,19,2024-05-29,Vendedor 1,1234.81
516,Produto A,Categoria 3,66.18,1,2024-05-30,Vendedor 1,66.18
517,Produto C,Categoria 3,21.88,10,2024-05-31,Vendedor 1,218.79999999999998
518,Produto C,Categoria 1,78.06,14,2024-06-01,Vendedor 2,1092.8400000000001
519,Produto A,Categoria 1,34.83,13,2024-06-02,Vendedor 2,452.78999999999996
520,Produto C,Categoria 2,91.45,9,2024-06-03,Vendedor 3,823.0500000000001
521,Produto A,Categoria 1,83.61,6,2024-06-04,Vendedor 3,501.65999999999997
522,Produto A,Categoria 1,41.16,6,2024-06-05,Vendedor 3,246.95999999999998
523,Produto B,Categoria 1,82.7,19,2024-06-06,Vendedor 2,1571.3
524,Produto C,Categoria 3,42.08,10,2024-06-07,Vendedor 3,420.79999999999995
525,Produto A,Categoria 2,19.09,3,2024-06-08,Vendedor 3,57.269999999999996
526,Produto A,Categoria 2,96.57,18,2024-06-09,Vendedor 2,1738.2599999999998
527,Produto C,Categoria 2,68.73,19,2024-06-10,Vendedor 1,1305.8700000000001
528,Produto B,Categoria 2,51.05,5,2024-06-11,Vendedor 2,255.25
529,Produto B,Categoria 1,45.8,11,2024-06-12,Vendedor 3,503.79999999999995
530,Produto A,Categoria 1,39.22,10,2024-06-13,Vendedor 1,392.2
531,Produto C,Categoria 3,98.33,17,2024-06-14,Vendedor 2,1671.61
532,Produto B,Categoria 2,22.13,4,2024-06-15,Vendedor 1,88.52
533,Produto C,Categoria 1,38.33,18,2024-06-16,Vendedor 1,689.9399999999999
534,Produto C,Categoria 1,53.69,18,2024-06-17,Vendedor 3,966.42
535,Produto A,Categoria 3,53.02,1,2024-06-18,Vendedor 2,53.02
536,Produto B,Categoria 3,52.42,14,2024-06-19,Vendedor 3,733.88
537,Produto A,Categoria 3,25.82,8,2024-06-20,Vendedor 2,206.56
538,Produto B,Categoria 1,23.04,2,2024-06-21,Vendedor 2,46.08
539,Produto B,Categoria 1,32.93,19,2024-06-22,Vendedor 2,625.67
540,Produto B,Categoria 3,92.31,15,2024-06-23,Vendedor 1,1384.65
541,Produto B,Categoria 2,20.17,2,2024-06-24,Vendedor 1,40.34
542,Produto B,Categoria 3,78.17,4,2024-06-25,Vendedor 3,312.68
543,Produto C,Categoria 3,78.18,1,2024-06-26,Vendedor 2,78.18
544,Produto A,Categoria 3,82.88,19,2024-06-27,Vendedor 2,1574.7199999999998
545,Produto C,Categoria 3,89.8,10,2024-06-28,Vendedor 1,898.0
546,Produto B,Categoria 1,33.67,1,2024-06-29,Vendedor 2,33.67
547,Produto A,Categoria 2,30.21,15,2024-06-30,Vendedor 3,453.15000000000003
548,Produto B,Categoria 3,51.9,4,2024-07-01,Vendedor 2,207.6
549,Produto A,Categoria 2,33.86,7,2024-07-02,Vendedor 2,237.01999999999998
550,Produto C,Categoria 2,76.09,7,2024-07-03,Vendedor 1,532.63
551,Produto A,Categoria 2,67.23,18,2024-07-04,Vendedor 2,1210.14
552,Produto A,Categoria 3,88.75,13,2024-07-05,Vendedor 3,1153.75
553,Produto A,Categoria 1,17.45,10,2024-07-06,Vendedor 3,174.5
554,Produto A,Categoria 3,92.36,8,2024-07-07,Vendedor 3,738.88
555,Produto A,Categoria 2,36.4,10,2024-07-08,Vendedor 3,364.0
556,Produto B,Categoria 2,54.16,14,2024-07-09,Vendedor 1,758.24
557,Produto A,Categoria 1,49.48,14,2024-07-10,Vendedor 2,692.7199999999999
558,Produto A,Categoria 3,78.43,11,2024-07-11,Vendedor 1,862.73
559,Produto C,Categoria 2,47.83,6,2024-07-12,Vendedor 3,286.98
560,Produto A,Categoria 1,94.92,1,2024-07-13,Vendedor 2,94.92
561,Produto C,Categoria 2,91.23,19,2024-07-14,Vendedor 1,1733.3700000000001
562,Produto B,Categoria 1,88.49,7,2024-07-15,Vendedor 2,619.43
563,Produto A,Categoria 1,16.41,18,2024-07-16,Vendedor 3,295.38
564,Produto C,Categoria 3,86.88,3,2024-07-17,Vendedor 3,260.64
565,Produto C,Categoria 2,80.35,11,2024-07-18,Vendedor 2,883.8499999999999
566,Produto B,Categoria 3,19.32,5,2024-07-19,Vendedor 2,96.6
567,Produto A,Categoria 2,19.67,19,2024-07-20,Vendedor 3,373.73
568,Produto A,Categoria 3,19.1,2,2024-07-21,Vendedor 1,38.2
569,Produto C,Categoria 2,11.02,4,2024-07-22,Vendedor 3,44.08
570,Produto A,Categoria 3,59.38,10,2024-07-23,Vendedor 2,593.8000000000001
571,Produto C,Categoria 1,97.61,2,2024-07-24,Vendedor 1,195.22
572,Produto A,Categoria 2,49.48,8,2024-07-25,Vendedor 3,395.84
573,Produto C,Categoria 2,58.67,1,2024-07-26,Vendedor 2,58.67
574,Produto A,Categoria 1,97.12,6,2024-07-27,Vendedor 2,582.72
575,Produto B,Categoria 3,32.97,11,2024-07-28,Vendedor 2,362.66999999999996
576,Produto A,Categoria 2,87.26,10,2024-07-29,Vendedor 1,872.6
577,Produto A,Categoria 2,59.18,13,2024-07-30,Vendedor 1,769.34
578,Produto B,Categoria 3,61.25,1,2024-07-31,Vendedor 1,61.25
579,Produto A,Categoria 1,40.89,2,2024-08-01,Vendedor 1,81.78
580,Produto B,Categoria 3,60.54,3,2024-08-02,Vendedor 2,181.62
581,Produto A,Categoria 3,16.58,9,2024-08-03,Vendedor 2,149.21999999999997
582,Produto C,Categoria 3,78.82,5,2024-08-04,Vendedor 1,394.09999999999997
583,Produto C,Categoria 2,35.62,10,2024-08-05,Vendedor 1,356.2
584,Produto A,Categoria 1,89.88,10,2024-08-06,Vendedor 2,898.8
585,Produto A,Categoria 1,43.11,12,2024-08-07,Vendedor 3,517.3199999999999
586,Produto A,Categoria 3,22.85,18,2024-08-08,Vendedor 3,411.3
587,Produto C,Categoria 2,72.63,1,2024-08-09,Vendedor 2,72.63
588,Produto A,Categoria 3,24.81,3,2024-08-10,Vendedor 1,74.42999999999999
589,Produto C,Categoria 2,77.83,5,2024-08-11,Vendedor 1,389.15
590,Produto B,Categoria 2,97.13,17,2024-08-12,Vendedor 2,1651.21
591,Produto C,Categoria 2,80.16,8,2024-08-13,Vendedor 3,641.28
592,Produto C,Categoria 2,12.02,17,2024-08-14,Vendedor 2,204.34
593,Produto B,Categoria 1,63.99,9,2024-08-15,Vendedor 2,575.91
594,Produto C,Categoria 2,72.59,6,2024-08-16,Vendedor 2,435.54
595,Produto A,Categoria 2,84.29,17,2024-08-17,Vendedor 1,1432.93
596,Produto A,Categoria 3,15.04,8,2024-08-18,Vendedor 1,120.32
597,Produto C,Categoria 3,53.21,7,2024-08-19,Vendedor 1,372.47
598,Produto A,Categoria 1,58.18,7,2024-08-20,Vendedor 3,407.26
599,Produto C,Categoria 3,25.22,15,2024-08-21,Vendedor 2,378.29999999999995
600,Produto A,Categoria 2,39.02,7,2024-08-22,Vendedor 2,273.14000000000004
601,Produto A,Categoria 3,49.62,8,2024-08-23,Vendedor 3,396.96
602,Produto C,Categoria 1,84.99,9,2024-08-24,Vendedor 1,764.91
603,Produto A,Categoria 3,93.65,15,2024-08-25,Vendedor 2,1404.75
604,Produto C,Categoria 3,66.56,2,2024-08-26,Vendedor 3,133.12
605,Produto A,Categoria 1,45.55,7,2024-08-27,Vendedor 1,318.84999999999997
606,Produto A,Categoria 1,32.86,15,2024-08-28,Vendedor 1,492.9
607,Produto B,Categoria 2,98.39,18,2024-08-29,Vendedor 2,1771.02
608,Produto B,Categoria 3,98.47,18,2024-08-30,Vendedor 1,1772.46
609,Produto C,Categoria 2,93.25,10,2024-08-31,Vendedor 3,932.5
610,Produto B,Categoria 3,80.71,18,2024-09-01,Vendedor 1,1452.78
611,Produto C,Categoria 3,39.32,1,2024-09-02,Vendedor 2,39.32
612,Produto B,Categoria 2,83.53,7,2024-09-03,Vendedor 3,584.71
613,Produto A,Categoria 3,46.79,3,2024-09-04,Vendedor 1,140.37
614,Produto C,Categoria 3,39.41,14,2024-09-05,Vendedor 1,551.74
615,Produto C,Categoria 3,77.04,12,2024-09-06,Vendedor 1,924.48
616,Produto A,Categoria 1,17.17,14,2024-09-07,Vendedor 3,240.38000000000002
617,Produto C,Categoria 2,14.37,4,2024-09-08,Vendedor 1,57.48
618,Produto C,Categoria 1,50.32,13,2024-09-09,Vendedor 2,654.16
619,Produto B,Categoria 2,50.11,16,2024-09-10,Vendedor 3,801.76
620,Produto C,Categoria 2,90.61,16,2024-09-11,Vendedor 3,1449.76
621,Produto A,Categoria 3,21.35,5,2024-09-12,Vendedor 1,106.75
622,Produto B,Categoria 2,21.1,6,2024-09-13,Vendedor 3,126.60000000000001
623,Produto B,Categoria 1,23.27,6,2024-09-14,Vendedor 2,139.62
624,Produto A,Categoria 1,12.68,18,2024-09-15,Vendedor 3,228.24
625,Produto A,Categoria 1,16.46,6,2024-09-16,Vendedor 2,98.76
626,Produto B,Categoria 2,69.39,7,2024-09-17,Vendedor 1,485.73
627,Produto C,Categoria 1,48.84,16,2024-09-18,Vendedor 3,781.44
628,Produto B,Categoria 2,78.72,9,2024-09-19,Vendedor 2,708.48
629,Produto A,Categoria 1,99.33,13,2024-09-20,Vendedor 1,1291.29
630,Produto B,Categoria 1,69.31,12,2024-09-21,Vendedor 2,831.72
631,Produto A,Categoria 2,14.54,19,2024-09-22,Vendedor 3,276.26
632,Produto B,Categoria 1,19.41,1,2024-09-23,Vendedor 3,19.41
633,Produto C,Categoria 3,89.29,8,2024-09-24,Vendedor 2,714.32
634,Produto B,Categoria 2,57.47,4,2024-09-25,Vendedor 1,229.88
635,Produto B,Categoria 2,84.24,19,2024-09-26,Vendedor 1,1600.56
636,Produto A,Categoria 2,87.1,5,2024-09-27,Vendedor 1,435.5
637,Produto A,Categoria 3,93.49,17,2024-09-28,Vendedor 1,1589.33
638,Produto A,Categoria 2,95.48,3,2024-09-29,Vendedor 2,286.44
639,Produto B,Categoria 1,59.93,19,2024-09-30,Vendedor 3,1138.67
640,Produto C,Categoria 1,40.69,1,2024-10-01,Vendedor 2,40.69
641,Produto A,Categoria 1,96.57,1,2024-10-02,Vendedor 3,96.57
642,Produto A,Categoria 2,59.27,9,2024-10-03,Vendedor 3,533.4300000000001
643,Produto B,Categoria 1,15.78,5,2024-10-04,Vendedor 2,78.89999999999999
644,Produto A,Categoria 2,67.85,7,2024-10-05,Vendedor 2,474.94999999999993
645,Produto C,Categoria 1,62.89,6,2024-10-06,Vendedor 1,377.34000000000003
646,Produto C,Categoria 3,90.62,17,2024-10-07,Vendedor 3,1540.54
647,Produto A,Categoria 3,68.79,17,2024-10-08,Vendedor 1,1169.43
648,Produto A,Categoria 3,41.41,13,2024-10-09,Vendedor 1,538.3299999999999
649,Produto B,Categoria 3,96.96,12,2024-10-10,Vendedor 2,1163.52
650,Produto C,Categoria 2,82.15,4,2024-10-11,Vendedor 1,328.6
651,Produto C,Categoria 1,66.74,8,2024-10-12,Vendedor 1,533.92
652,Produto A,Categoria 3,36.36,5,2024-10-13,Vendedor 1,181.8
653,Produto B,Categoria 2,43.62,5,2024-10-14,Vendedor 2,218.1
654,Produto C,Categoria 3,70.3,13,2024-10-15,Vendedor 1,913.9
655,Produto C,Categoria 3,16.48,11,2024-10-16,Vendedor 1,181.28
656,Produto B,Categoria 2,33.1,8,2024-10-17,Vendedor 2,264.8
657,Produto B,Categoria 2,74.25,8,2024-10-18,Vendedor 2,594.0
658,Produto C,Categoria 1,53.2,1,2024-10-19,Vendedor 2,53.2
659,Produto C,Categoria 1,46.22,13,2024-10-20,Vendedor 3,600.86
660,Produto B,Categoria 3,23.63,5,2024-10-21,Vendedor 2,118.14999999999999
661,Produto C,Categoria 3,49.77,8,2024-10-22,Vendedor 3,398.16
662,Produto A,Categoria 1,79.36,17,2024-10-23,Vendedor 2,1349.12
663,Produto A,Categoria 1,33.76,13,2024-10-24,Vendedor 2,438.88
664,Produto B,Categoria 2,10.49,9,2024-10-25,Vendedor 2,94.41
665,Produto B,Categoria 1,70.17,2,2024-10-26,Vendedor 3,140.34
666,Produto B,Categoria 1,97.54,19,2024-10-27,Vendedor 1,1853.2600000000002
667,Produto A,Categoria 3,64.61,17,2024-10-28,Vendedor 2,1098.37
668,Produto C,Categoria 1,20.79,7,2024-10-29,Vendedor 3,145.53
669,Produto A,Categoria 3,38.87,3,2024-10-30,Vendedor 2,116.60999999999999
670,Produto C,Categoria 1,88.09,19,2024-10-31,Vendedor 1,1673.71
671,Produto A,Categoria 2,30.93,19,2024-11-01,Vendedor 3,587.67
672,Produto C,Categoria 1,64.69,9,2024-11-02,Vendedor 2,582.21
673,Produto A,Categoria 1,46.24,10,2024-11-03,Vendedor 2,462.40000000000003
674,Produto B,Categoria 1,28.71,14,2024-11-04,Vendedor 2,401.94
675,Produto A,Categoria 3,83.21,18,2024-11-05,Vendedor 1,1497.78
676,Produto C,Categoria 2,76.85,15,2024-11-06,Vendedor 3,1152.75
677,Produto A,Categoria 1,69.54,1,2024-11-07,Vendedor 2,69.54
678,Produto A,Categoria 3,31.27,6,2024-11-08,Vendedor 2,187.62
679,Produto A,Categoria 2,18.81,15,2024-11-09,Vendedor 3,282.15
680,Produto B,Categoria 3,61.85,6,2024-11-10,Vendedor 1,371.1
681,Produto A,Categoria 3,59.83,18,2024-11-11,Vendedor 1,1076.94
682,Produto B,Categoria 2,26.95,1,2024-11-12,Vendedor 1,26.95
683,Produto B,Categoria 1,15.06,3,2024-11-13,Vendedor 1,45.18
684,Produto A,Categoria 3,17.26,17,2024-11-14,Vendedor 1,293.42
685,Produto A,Categoria 3,99.35,16,2024-11-15,Vendedor 2,1589.6
